x,y
-0.008754730224609375,0.000774383544921875
-0.009456634521484375,-0.006259918212890625
-0.01146697998046875,0.00154876708984375
-0.013824462890625,-0.004791259765625
-0.01021575927734375,6.866455078125e-05
-0.013614654541015625,-0.003185272216796875
-0.0130157470703125,-0.0046539306640625
-0.008876800537109375,-0.002101898193359375
-0.006031036376953125,-0.00255584716796875
-0.00659942626953125,0.000396728515625
-0.01020050048828125,-0.00182342529296875
-0.004451751708984375,-0.00499725341796875
-0.0125579833984375,-0.002666473388671875
-0.010417938232421875,0.0
-0.00539398193359375,-0.0072021484375
-0.01366424560546875,0.000255584716796875
-0.01116180419921875,-0.00380706787109375
-0.009967803955078125,-0.007717132568359375
-0.004970550537109375,-0.005558013916015625
-0.00775146484375,-0.0066375732421875
-0.007656097412109375,-0.007457733154296875
-0.00354766845703125,-0.00286102294921875
0.00016021728515625,-0.008876800537109375
-0.014713287353515625,-0.001514434814453125
-0.0165252685546875,-0.003387451171875
-0.009494781494140625,-0.005146026611328125
-0.01204681396484375,-0.004055023193359375
-0.01145172119140625,-0.00336456298828125
-0.013225555419921875,-0.003841400146484375
-0.007965087890625,-0.001743316650390625
-0.010547637939453125,-0.003936767578125
-0.007442474365234375,0.00045013427734375
-0.00945281982421875,-0.00495147705078125
-0.000560760498046875,-0.003826141357421875
-0.01059722900390625,-0.00042724609375
-0.0159912109375,-0.00687408447265625
-0.01227569580078125,-0.00836944580078125
-0.0126800537109375,0.00026702880859375
-0.007907867431640625,0.00046539306640625
-0.001132965087890625,-0.008358001708984375
-0.0068359375,-0.001773834228515625
-0.011058807373046875,-0.003551483154296875
-0.002658843994140625,-0.0033416748046875
-0.009098052978515625,-0.00231170654296875
-0.008640289306640625,-0.004009246826171875
-0.004302978515625,0.00424957275390625
-0.01168060302734375,-0.007343292236328125
-0.007221221923828125,-0.002285003662109375
-0.004058837890625,-0.010196685791015625
-0.009185791015625,-0.00301361083984375
0.000751495361328125,-0.005359649658203125
-0.008670806884765625,-0.0051116943359375
-0.009502410888671875,-0.005710601806640625
0.020366668701171875,-0.001415252685546875
0.049774169921875,-0.00725555419921875
0.07787322998046875,-0.006072998046875
0.09375,0.00376129150390625
0.09334182739257812,0.00251007080078125
0.09667205810546875,0.001129150390625
0.09819793701171875,-0.00991058349609375
0.11183547973632812,-0.003387451171875
0.12131881713867188,0.007038116455078125
0.150177001953125,0.00673675537109375
0.18516159057617188,0.013378143310546875
0.19520187377929688,0.016693115234375
0.19523239135742188,0.016185760498046875
0.19722366333007812,0.007274627685546875
0.20326995849609375,0.012897491455078125
0.23329925537109375,0.016551971435546875
0.29602813720703125,0.01678466796875
0.33339691162109375,0.019115447998046875
0.3694953918457031,0.02634429931640625
0.36940765380859375,0.022754669189453125
0.3710823059082031,0.016937255859375
0.36678314208984375,0.018871307373046875
0.39725494384765625,0.02211761474609375
0.42681884765625,0.01427459716796875
0.47910308837890625,0.01734161376953125
0.5221443176269531,0.019939422607421875
0.547454833984375,0.019390106201171875
0.5444450378417969,0.02034759521484375
0.5458259582519531,0.01849365234375
0.5449104309082031,0.01795196533203125
0.5452880859375,0.01877593994140625
0.5443115234375,0.022258758544921875
0.56121826171875,0.01863861083984375
0.60626220703125,0.02295684814453125
0.6437149047851562,0.022960662841796875
0.700714111328125,0.02625274658203125
0.720916748046875,0.02703857421875
0.7211494445800781,0.02393341064453125
0.7213554382324219,0.0262451171875
0.7223930358886719,0.025402069091796875
0.7467117309570312,0.025432586669921875
0.7945175170898438,0.03301239013671875
0.8356399536132812,0.0361328125
0.89190673828125,0.04390716552734375
0.9080581665039062,0.04247283935546875
0.90704345703125,0.04248809814453125
0.9084701538085938,0.036712646484375
0.9058113098144531,0.041950225830078125
0.9062728881835938,0.042865753173828125
0.905853271484375,0.043498992919921875
0.9060287475585938,0.04250335693359375
0.9069404602050781,0.03984832763671875
0.9070053100585938,0.03924560546875
0.9070625305175781,0.04052734375
0.90509033203125,0.042102813720703125
0.9059677124023438,0.044414520263671875
0.9044723510742188,0.044483184814453125
0.9064140319824219,0.03928375244140625
0.906463623046875,0.04088592529296875
0.9085464477539062,0.041149139404296875
0.9055709838867188,0.042938232421875
0.9334182739257812,0.01508331298828125
0.9306526184082031,-0.005664825439453125
0.8987007141113281,-0.004608154296875
0.8882026672363281,0.00569915771484375
0.8895988464355469,0.03166961669921875
0.8964729309082031,0.06495285034179688
0.9299201965332031,0.07346343994140625
0.9253616333007812,0.08055877685546875
0.9230728149414062,0.07684326171875
0.9214706420898438,0.07932662963867188
0.92138671875,0.07813262939453125
0.9239883422851562,0.07526779174804688
0.9228439331054688,0.07701492309570312
0.924072265625,0.0762939453125
0.9237289428710938,0.07637786865234375
0.9250106811523438,0.07897186279296875
0.9236564636230469,0.07752609252929688
0.9202651977539062,0.08052825927734375
0.9267387390136719,0.07399368286132812
0.9264450073242188,0.07469558715820312
0.9102706909179688,0.08210372924804688
0.9238815307617188,0.096343994140625
0.9439888000488281,0.10172653198242188
0.9749641418457031,0.10399627685546875
1.0019721984863281,0.09644699096679688
1.0010261535644531,0.09941482543945312
1.0034866333007812,0.095550537109375
1.003753662109375,0.09962081909179688
1.0048942565917969,0.09355545043945312
1.0008163452148438,0.09477996826171875
1.002960205078125,0.09677886962890625
1.0041580200195312,0.09425735473632812
1.0020370483398438,0.099884033203125
1.0015144348144531,0.09923171997070312
1.0012397766113281,0.09836578369140625
0.9962043762207031,0.08233642578125
0.987762451171875,0.02727508544921875
0.9744338989257812,-0.01464080810546875
