x,y
2.1999760000000066,-2.1999760000000066
0.8499760000000052,-1.049976000000001
0.8499760000000052,-1.299976000000001
0.8499760000000052,-1.549976000000001
0.8499760000000052,-1.799976000000001
2.849976000000005,-3.1999760000000066
2.849976000000005,-3.4499760000000066
2.849976000000005,-3.6999760000000066
2.849976000000005,-3.9499760000000066
8.699976000000007,0.8500239999999977
8.699976000000007,0.6000239999999977
8.699976000000007,0.35002399999999767
3.599976000000005,0.40002399999999483
3.599976000000005,0.15002399999999483
3.599976000000005,-0.09997600000000517
3.599976000000005,-0.34997600000000517
8.999976000000004,0.7500239999999962
8.999976000000004,0.5000239999999962
6.099976000000005,0.3000239999999934
6.099976000000005,0.05002399999999341
6.099976000000005,-0.1999760000000066
6.099976000000005,-0.4499760000000066
6.099976000000005,-0.6999760000000066
11.499976000000004,0.9000239999999948
11.499976000000004,0.6500239999999948
11.499976000000004,0.40002399999999483
11.499976000000004,0.15002399999999483
11.499976000000004,-0.09997600000000517
1.3499760000000052,-2.2499760000000038
11.799976000000001,0.8000239999999934
11.799976000000001,0.5500239999999934
11.799976000000001,0.3000239999999934
11.799976000000001,0.05002399999999341
9.249976000000004,-2.2499760000000038
9.249976000000004,-2.4999760000000038
9.249976000000004,-2.7499760000000038
4.149976000000002,-2.1999760000000066
4.149976000000002,-2.4499760000000066
9.249976000000004,-2.9999760000000038
-0.10002399999999767,-1.7499760000000038
10.049976000000001,0.4500239999999991
10.049976000000001,0.2000239999999991
10.049976000000001,-0.04997600000000091
10.049976000000001,-0.2999760000000009
-0.10002399999999767,-1.9999760000000038
5.299976000000001,-1.1499760000000023
5.299976000000001,-1.3999760000000023
5.299976000000001,-1.6499760000000023
5.299976000000001,-1.8999760000000023
9.549976000000001,-2.099976000000005
9.549976000000001,-2.349976000000005
0.8499760000000052,0.8500239999999977
0.8499760000000052,0.6000239999999977
0.8499760000000052,0.35002399999999767
0.8499760000000052,0.10002399999999767
0.8499760000000052,-0.14997600000000233
0.8499760000000052,-0.39997600000000233
0.8499760000000052,-0.6499760000000023
6.249976000000004,-0.6999760000000066
0.8499760000000052,-0.8999760000000023
6.249976000000004,-0.9499760000000066
7.599976000000005,-1.1999760000000066
7.599976000000005,-1.4499760000000066
7.599976000000005,-1.6999760000000066
3.049976000000001,-3.049976000000001
3.049976000000001,-3.299976000000001
3.049976000000001,-3.549976000000001
-0.05002399999999341,-3.1999760000000066
3.049976000000001,-3.799976000000001
8.399976000000002,-2.049976000000001
8.399976000000002,-2.299976000000001
8.399976000000002,-2.549976000000001
8.399976000000002,-2.799976000000001
3.9499760000000066,-1.049976000000001
3.9499760000000066,-1.799976000000001
6.449976000000007,-1.1499760000000023
6.449976000000007,-1.3999760000000023
6.449976000000007,-1.6499760000000023
1.3499760000000052,-1.0999760000000052
1.3499760000000052,-1.3499760000000052
1.3499760000000052,-1.5999760000000052
11.849976000000005,-1.299976000000001
4.099976000000005,-0.8999760000000023
11.849976000000005,-1.549976000000001
6.749976000000004,-1.2499760000000038
6.749976000000004,-1.4999760000000038
6.749976000000004,-1.7499760000000038
1.3499760000000052,-1.8499760000000052
6.749976000000004,-1.9999760000000038
9.249976000000004,-1.8499760000000052
9.549976000000001,-1.6999760000000066
9.549976000000001,-1.9499760000000066
7.299976000000001,-3.599976000000005
7.299976000000001,-3.849976000000005
8.049976000000001,0.25002399999999625
8.049976000000001,2.3999999996249244e-05
8.049976000000001,-0.24997600000000375
8.049976000000001,-0.49997600000000375
8.049976000000001,-0.7499760000000038
8.049976000000001,-0.9999760000000038
8.399976000000002,-1.1499760000000023
8.399976000000002,-1.3999760000000023
8.399976000000002,-1.6499760000000023
8.399976000000002,-1.8999760000000023
3.9499760000000066,0.35002399999999767
3.9499760000000066,0.10002399999999767
3.9499760000000066,-0.14997600000000233
3.9499760000000066,-0.39997600000000233
3.9499760000000066,-0.6499760000000023
3.9499760000000066,-0.8999760000000023
10.699976000000007,-1.1999760000000066
10.699976000000007,-1.4499760000000066
10.699976000000007,-1.6999760000000066
10.699976000000007,-1.9499760000000066
6.149976000000002,-3.049976000000001
1.049976000000001,-3.2499760000000038
1.6999760000000066,-2.049976000000001
1.6999760000000066,-2.299976000000001
8.449976000000007,-3.099976000000005
