Pose_X,Pose_Y
0.003162384033203125,-0.00970458984375
-0.0005035400390625,-0.008327484130859375
-0.001552581787109375,-0.010082244873046875
0.00157928466796875,-0.005603790283203125
0.00209808349609375,-0.00855255126953125
0.002574920654296875,-0.007476806640625
0.00211334228515625,-0.0069580078125
0.007923126220703125,-0.007663726806640625
0.005962371826171875,-0.00262451171875
0.00934600830078125,-0.001373291015625
9.918212890625e-05,-0.00510406494140625
-0.0003509521484375,-0.00693511962890625
0.00603485107421875,-0.00756072998046875
0.000194549560546875,-0.007472991943359375
0.007904052734375,-0.00696563720703125
0.009288787841796875,-0.00493621826171875
0.0174560546875,-0.003330230712890625
0.03165435791015625,-0.00846099853515625
0.05715179443359375,-0.014560699462890625
0.06816482543945312,-0.0047607421875
0.09550094604492188,-0.00878143310546875
0.11797332763671875,-0.00926971435546875
0.14653396606445312,-0.005191802978515625
0.16156005859375,-0.008594512939453125
0.18427276611328125,-0.00751495361328125
0.19921112060546875,-0.004199981689453125
0.21024703979492188,-0.00348663330078125
0.228515625,-0.004436492919921875
0.261749267578125,0.003490447998046875
0.296234130859375,0.00102996826171875
0.33406829833984375,-0.000644683837890625
0.35492706298828125,0.01016998291015625
0.40302276611328125,0.01328277587890625
0.43422698974609375,0.010814666748046875
0.48558807373046875,0.013916015625
0.5552139282226562,0.016040802001953125
0.6083602905273438,0.018268585205078125
0.6584281921386719,0.02265167236328125
0.709686279296875,0.024486541748046875
0.77740478515625,0.03131866455078125
0.8312568664550781,0.033641815185546875
0.8842086791992188,0.03995513916015625
0.9541702270507812,0.046184539794921875
1.0101242065429688,0.047821044921875
1.0647087097167969,0.05284881591796875
1.1221923828125,0.056591033935546875
1.1760940551757812,0.05791473388671875
1.2324142456054688,0.06681442260742188
1.26739501953125,0.06812286376953125
1.2804489135742188,0.075897216796875
1.2034492492675781,0.07805633544921875
1.2262763977050781,0.086639404296875
1.175567626953125,0.10604095458984375
1.1741409301757812,0.11268234252929688
1.1807670593261719,0.12767410278320312
1.1835746765136719,0.13628005981445312
1.1921501159667969,0.14429855346679688
1.2006149291992188,0.14844512939453125
1.1533279418945312,0.12525558471679688
1.1081008911132812,0.13547515869140625
1.0591850280761719,0.06908035278320312
1.0674324035644531,0.06456375122070312
1.0863761901855469,0.034027099609375
1.1105461120605469,-0.01044464111328125
1.1371269226074219,-0.0552978515625
1.160491943359375,-0.09882736206054688
1.1889266967773438,-0.14989471435546875
1.21856689453125,-0.19802093505859375
1.2445144653320312,-0.23932647705078125
1.2680282592773438,-0.28644561767578125
1.30145263671875,-0.3493194580078125
1.3292236328125,-0.3956451416015625
1.3406295776367188,-0.41115570068359375
1.3515548706054688,-0.4310340881347656
1.3595657348632812,-0.4510841369628906
1.3873291015625,-0.5001678466796875
1.4134521484375,-0.5420455932617188
1.4439010620117188,-0.5906600952148438
1.4726676940917969,-0.6404457092285156
1.5137748718261719,-0.7205162048339844
1.5344161987304688,-0.7556076049804688
1.5445442199707031,-0.7733879089355469
1.5435409545898438,-0.7715988159179688
1.54010009765625,-0.7753524780273438
1.5621261596679688,-0.8077316284179688
1.5951347351074219,-0.8464584350585938
1.6452407836914062,-0.90472412109375
1.6847763061523438,-0.9488449096679688
1.7134017944335938,-0.9875717163085938
1.7524185180664062,-1.027923583984375
1.7877273559570312,-1.0743637084960938
1.820465087890625,-1.1140861511230469
1.8543624877929688,-1.1547431945800781
1.8681564331054688,-1.1720619201660156
1.8681259155273438,-1.177276611328125
1.8708419799804688,-1.1769332885742188
1.8684501647949219,-1.17633056640625
1.8696670532226562,-1.1766891479492188
1.8698654174804688,-1.1777381896972656
1.8702583312988281,-1.1770706176757812
1.8702926635742188,-1.1804275512695312
1.8890609741210938,-1.1984939575195312
1.91009521484375,-1.2204971313476562
1.9202957153320312,-1.23358154296875
1.954193115234375,-1.2720413208007812
1.9893417358398438,-1.3116722106933594
2.0217514038085938,-1.3554801940917969
2.067371368408203,-1.412078857421875
2.102130889892578,-1.4525375366210938
2.140422821044922,-1.5064544677734375
2.149059295654297,-1.5144615173339844
2.1492996215820312,-1.5172538757324219
2.1502685546875,-1.5175552368164062
2.1506881713867188,-1.5150985717773438
2.151824951171875,-1.5170326232910156
2.1526718139648438,-1.5181350708007812
2.1523056030273438,-1.5182838439941406
2.1511306762695312,-1.5181617736816406
2.16302490234375,-1.5311927795410156
2.1892623901367188,-1.5649948120117188
2.2190322875976562,-1.6086654663085938
2.222747802734375,-1.6167221069335938
2.211841583251953,-1.6285438537597656
2.2077713012695312,-1.6370582580566406
2.198444366455078,-1.6425399780273438
2.2200927734375,-1.6551895141601562
2.2788619995117188,-1.6812744140625
2.331298828125,-1.7031593322753906
2.3795242309570312,-1.7287673950195312
2.39764404296875,-1.748260498046875
2.392597198486328,-1.7623977661132812
2.389232635498047,-1.7745170593261719
2.3943099975585938,-1.7796669006347656
2.3467636108398438,-1.8435592651367188
2.299407958984375,-1.9055900573730469
2.2774124145507812,-1.9283370971679688
2.2525634765625,-1.9339332580566406
2.223896026611328,-1.9330520629882812
2.220245361328125,-1.9626121520996094
2.2379226684570312,-1.9816360473632812
2.251861572265625,-1.9734420776367188
2.2790298461914062,-1.9582328796386719
2.2957687377929688,-1.9771652221679688
2.3099288940429688,-1.9957199096679688
2.3291015625,-1.9653129577636719
2.3438644409179688,-1.9694862365722656
2.3594589233398438,-1.9912109375
2.368175506591797,-1.9981765747070312
2.328227996826172,-2.050861358642578
2.382892608642578,-1.9923667907714844
2.414806365966797,-1.984283447265625
2.444366455078125,-1.9767837524414062
2.476612091064453,-1.9768028259277344
2.5066299438476562,-1.9557876586914062
2.524932861328125,-1.9542465209960938
2.555126190185547,-1.938751220703125
2.5734481811523438,-1.9305953979492188
2.6092605590820312,-1.9265708923339844
2.629669189453125,-1.8957748413085938
2.6401138305664062,-1.8554801940917969
2.643177032470703,-1.8979721069335938
2.660980224609375,-1.8983840942382812
2.69329833984375,-1.8842391967773438
2.7257080078125,-1.8825416564941406
2.761402130126953,-1.87481689453125
2.79400634765625,-1.8769760131835938
2.814483642578125,-1.8776741027832031
2.8440780639648438,-1.8670578002929688
2.893993377685547,-1.852020263671875
2.920307159423828,-1.8409042358398438
2.965576171875,-1.8549880981445312
3.001873016357422,-1.8287734985351562
3.04144287109375,-1.8238105773925781
3.072418212890625,-1.8030548095703125
3.117450714111328,-1.7742805480957031
3.1262741088867188,-1.7624397277832031
3.20867919921875,-1.7506790161132812
3.2515945434570312,-1.7502937316894531
3.295269012451172,-1.7317581176757812
3.338397979736328,-1.7322425842285156
3.370635986328125,-1.739501953125
3.416675567626953,-1.7360153198242188
3.4484329223632812,-1.7229080200195312
3.5022506713867188,-1.7080535888671875
3.546875,-1.6972579956054688
3.5999755859375,-1.6931076049804688
3.619426727294922,-1.694061279296875
3.625194549560547,-1.6840858459472656
3.640644073486328,-1.6831283569335938
3.6658706665039062,-1.6893692016601562
3.680622100830078,-1.6839981079101562
