Laser_X,Laser_Y
-0.23089469113281258,-0.6310876559006439
-0.2327650998788186,-0.6538015113324558
-0.227058774364233,-0.6558050937027038
-0.22962730977672902,-0.6824011575337731
-0.23174890287413277,-0.709089863079524
-0.22556081119420715,-0.7110824905444612
-0.22700069773508397,-0.7378717409219023
-0.2291330222413259,-0.7685714253977954
-0.2224266838282249,-0.7705389984553811
-0.22484799996953292,-0.8051952677239871
-0.22720258072393304,-0.8418806036023214
-0.2198574701901627,-0.8438285703927108
-inf,-inf
-0.2281699517340808,-0.9427823336430913
-0.21994550654325365,-0.9447348991411706
-0.21126784700149603,-0.9446639014319477
-0.2030276468698299,-0.9464691038020077
-0.19396718364616697,-0.9442842294176035
-0.19228163330349607,-0.9793017026889909
-0.1837403064821024,-0.9809401363841118
-0.17553609368691458,-0.9844729959796453
-0.1666164416222903,-0.9839934007789599
-0.1577184948391209,-0.9834332006995029
-0.14914247689623655,-0.9847702805414277
-0.14027289715608232,-0.9840526151571741
-0.13142716520384493,-0.9832552405560593
-0.12285369638721257,-0.984363214021365
-0.11404051587960379,-0.9834097719774119
-0.10546636060463635,-0.9843662253773056
-0.09688419598328053,-0.98524792385035
-0.08811629766787003,-0.9840627368372235
-inf,-inf
-inf,-inf
-inf,-inf
-0.2030964332969122,-3.7264697340422135
-0.17061477776484724,-3.7280980992402584
-0.13812016537292418,-3.729443344504369
-0.10584145976220764,-3.7385020605491506
-0.07325864261514446,-3.7392824502325346
-0.0406267649999884,-3.7357791586254567
-0.008096073506625823,-3.747991162345104
0.024565723959312655,-3.74791939943078
0.05630955762141087,-3.68757006257739
0.08642796481146486,-3.602963622743181
0.11769157073889165,-3.5980755978066266
0.1490421678800655,-3.596913363642237
0.18038144643261847,-3.59547797200002
0.2117070264231064,-3.593769531886761
0.243016528918384,-3.5917881730451424
0.2740027939264087,-3.5855457260247765
0.3055777919760963,-3.5870073217663654
0.3368248014992096,-3.5842081923975226
0.36845519118746883,-3.5851160974226657
0.3996833323035518,-3.5817691011273807
0.43135933986204855,-3.5821213559768967
0.4625589950671782,-3.5782263015514304
0.49372352252925006,-3.5740595087845546
0.524268688813565,-3.565663893560612
0.5571703922720036,-3.572816353911193
0.5882841827939813,-3.567825285110557
0.6193532977268159,-3.562563267844478
0.6518142855747355,-3.5649003720230796
0.6828554993406224,-3.5590848391615877
0.24188783032499606,-1.2039411894379233
inf,-inf
inf,-inf
0.25903441232004065,-1.1348115496237907
0.2689137770155271,-1.1325111303897994
0.26440297756242565,-1.0718707965004226
0.26034449647150937,-1.0172121917383783
0.2568927686023217,-0.9685091914062688
0.2557904390358745,-0.9315188086729965
0.2638983528711743,-0.9292543779641855
0.2708599864697895,-0.9230811944693098
0.2800534432744916,-0.9245139850342045
0.28869586437198597,-0.9239473403499724
0.29673654795705656,-0.9213964461358668
0.3085326551813208,-0.9301653821072883
inf,-inf
0.9025246706353677,-2.570141065038979
0.9248876352463676,-2.5621785139746915
inf,-inf
0.972248198870035,-2.55314669666226
0.9944604202972944,-2.544577192255241
1.0210623500470217,-2.5469525804440902
1.0477809530023536,-2.5490569444047746
1.0699546666356734,-2.539829372740868
1.1047269435311893,-2.559789635071074
1.128608921186576,-2.553723988978935
1.159063926123322,-2.562013860027154
1.181346325951503,-2.551816032156811
1.2052509939733282,-2.545039480163089
1.2291271388561023,-2.538039814505832
inf,-inf
inf,-inf
inf,-inf
1.3429835243857913,-2.543181243310765
1.3650948256511095,-2.5313813817913604
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
0.7280036013620975,-1.1958305438675727
0.7383969026400734,-1.1894410230920844
inf,-inf
inf,-inf
0.7527535785711075,-1.1446667912601158
0.7627000787160861,-1.1380635320542585
0.7579263783930648,-1.1099024985240453
0.7538631699654911,-1.083554548439115
0.7528687443675887,-1.0622583362610212
0.762097099990291,-1.0556572025937447
0.7558659105242055,-1.0280285909049702
0.7516096808084465,-1.0037921889300634
0.7469895155226476,-0.979709470838302
0.7554987306443612,-0.9731627055871923
0.7540291153838546,-0.9539895167456871
0.7497758827716358,-0.9318004495110775
0.7464614568332363,-0.9113063318941746
0.7543745997673861,-0.9047667656992101
inf,-inf
inf,-inf
inf,-inf
4.464653883925816,-4.9903189301880495
4.507971985907523,-4.951222667434789
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
4.918429606242242,-4.082489037869973
4.953819286051093,-4.039472863757961
4.970101094276042,-3.981145501152647
5.086339245205776,-4.00199183691792
5.0703804579468965,-3.9183805218344867
5.104334260944485,-3.8740464187681076
inf,-inf
inf,-inf
6.925486098008109,-4.976386663460264
6.968589348166322,-4.9158462561996
inf,-inf
inf,-inf
7.141298902543321,-4.763076704969627
7.1825350899861595,-4.700663718455966
7.270349047885552,-4.668150667504954
7.3445991573951614,-4.625934339681221
7.384632512027987,-4.561754921096801
7.478845115658991,-4.530388431590208
7.586824217056801,-4.505893987626391
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
7.070852083376853,-3.405019176654747
7.1002562907364455,-3.343271658755668
inf,-inf
7.208517154911735,-3.2419891042234883
7.236495425894535,-3.179048108407304
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
6.875125347449854,-0.6307652261437917
6.880361031203032,-0.5708286905565
inf,-inf
inf,-inf
7.731585135552587,-0.4383225317046053
7.73511127618576,-0.3709297711448164
inf,-inf
inf,-inf
6.726405360606219,-0.14648253145784634
6.727426458839985,-0.08786038990397961
inf,-inf
6.823934731246128,0.029818949347835428
6.823415764753118,0.08928430638131088
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
2.780641418123814,0.328683794528386
2.777671552428132,0.35290293255041916
inf,inf
2.141663907950176,0.31011587185062134
2.138880113215106,0.3287674100074761
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
6.4586267160275455,1.941050328311
6.441466388060116,1.997259674031587
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
4.201227290301206,2.5450805520810063
4.178888917946283,2.581595083048137
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
3.30086780166534,2.50539581674353
3.2789094455598953,2.5340657628493104
inf,inf
inf,inf
3.540141513854109,2.8868703812505414
3.5148497507398404,2.9176109689228604
inf,inf
inf,inf
2.8383976981025607,2.484246982201765
2.8166412018737295,2.508887582391807
inf,inf
inf,inf
2.2368217082637387,2.0998221651566675
2.2184380857353845,2.119234989235943
2.1654678875433655,2.1050293852615494
2.1470415966045784,2.1238202059604303
2.1284522546250724,2.142449739101851
2.109701273320186,2.160916569918267
2.110174966010501,2.1994240622966847
2.3570962042254404,2.5000388459266234
1.9519070525762652,2.1067611961466164
1.9334737790853578,2.123690896782173
1.8935577673114274,2.1166101422643377
1.8750408817615924,2.1330309899775033
1.8563816015009862,2.1492898506460993
1.837581343556214,2.1653854895366407
1.816080101608861,2.1782444467524034
inf,inf
1.9533688890826357,2.4277161265078715
1.9321386307932351,2.4446463791597255
inf,inf
inf,inf
2.0905320929554128,2.7920993862816292
2.0661212453521034,2.810211097774589
inf,inf
inf,inf
1.946267749690579,2.797589282670424
1.9218145388153156,2.814443608672258
inf,inf
inf,inf
1.585194716641952,2.4570172680172018
1.5637230964937825,2.470737991470599
1.548461630064688,2.4944665198423968
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
0.5343063657262807,2.7852131898315626
0.5100146187805931,2.7897635910409004
inf,inf
inf,inf
0.43691438182159326,2.8021423283310916
0.4124788056903168,2.8058433741254385
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
inf,inf
-inf,inf
-inf,inf
-inf,inf
-0.08010253182572215,2.8268653970010336
-0.10473392294100671,2.826060012411642
-0.1300892280518735,2.841023295881578
-0.15418875196136084,2.827799484757999
-0.17857289486104633,2.8223564816634434
-0.20316125446198255,2.820693158259533
-0.22837840407578477,2.826789541125963
-0.25300350395548904,2.824692024319391
-0.27486854776496666,2.7945145865044974
-0.2992106255340726,2.7920131615564303
-0.3216865012418208,2.773406227689555
-inf,inf
-inf,inf
-inf,inf
-inf,inf
-inf,inf
-inf,inf
-inf,inf
-0.19591756191824303,1.0458070239081492
-0.20502370228897177,1.044060009684947
-inf,inf
-0.2097637035951843,0.9777521100227969
-0.21827626054628987,0.9758870191174428
-0.21452653555806686,0.9213546155797266
-0.21078490260785934,0.870853474697749
-0.20764253290838888,0.8263102173380568
-0.20474926876422037,0.7857618589596493
-0.20168699412898672,0.7472605565811058
-0.20819126242263386,0.7454746013604756
-0.20580407128786504,0.7128875508676273
-0.20343687313023856,0.6823177092128052
-0.20055314202699465,0.6518453895344133
-0.19836399140330893,0.6252901332083705
-0.19634919226228942,0.600725421023615
-0.20157669761452018,0.5989915456372297
-0.19959054268209087,0.5764231368743873
-0.19722690235130397,0.5539364118995507
-0.19586153287672897,0.5352926786210164
-0.1941866730979122,0.5167160929608698
-0.19868216976759942,0.515004252555278
-0.19727381755505974,0.4983764192054007
-0.1948389112485836,0.4799602124963201
-0.19363531950877982,0.46531856959486834
-0.1976829385930639,0.46361348552462595
-0.19611233627578603,0.44904338421411066
-0.19511962221152387,0.43636260024947876
-0.19350504041491678,0.4228247895523164
-0.19718235669613057,0.42112245432142315
-0.19566161193173814,0.4085652234644413
-0.19437713942510643,0.39696540043717526
-0.195591190254952,0.3907852247985495
-0.19898922177503814,0.38906592660314826
-0.19820429282329433,0.3793402970415083
-0.19349889078667418,0.36260059326924843
-0.19186667474687705,0.3521195444397212
-0.19152516840444464,0.3443168671194156
-0.19451841051095228,0.34263476631476386
-0.1974968804633838,0.34092664507561166
-0.2014779193873079,0.34091442665266286
-0.204441133353514,0.33914572280021915
-0.208959944437418,0.3399069473677202
-0.21297632294716098,0.3397676858071811
-0.21592910714923513,0.3378988238224496
-0.2210486946239316,0.3393559717621764
-0.22565682095135411,0.3399161557392391
-0.22861041748724636,0.3379367851991272
-0.23381672271425552,0.33922520627464986
-0.23791333027691075,0.33881152729408526
-0.24085683524682003,0.33672539058658363
-inf,inf
-0.2508598147930824,0.33809814630363694
-0.2537966114842827,0.3358992158536116
-0.25793368134645855,0.335259933012034
-0.2633120865751089,0.33614837981777257
-0.26623141939700207,0.33384100933903965
-0.27291223549465843,0.3361664918935477
-0.27710541207077705,0.33531715237268506
-0.28001697749746773,0.33288961291609015
-0.28485835674845156,0.3327156608149002
-0.27986348255520277,0.32117352057656184
-0.2826516900056208,0.3187224832427671
-0.2813984461927309,0.3117930458900239
-0.2813991042745504,0.30638301397857237
-0.28132702714864977,0.3009968507951814
-0.2839393514777995,0.2985338256802409
-0.2795755050821797,0.2888625019087157
-0.27787196255615404,0.2821403387070762
-0.27678070312825964,0.27617647334033146
-0.27917690541640766,0.27375400916332676
-0.2772314080599766,0.2671474106963992
-0.2766445217987381,0.26197102477978457
-0.27891693731258027,0.25955028673764385
-0.2774782818927891,0.25373567623833343
-0.2789350823258795,0.250639621464474
-0.2758613032949958,0.24356629871723745
-0.2779733624240127,0.24115308480116263
-0.27625909365784207,0.2354780608728998
-0.2752339735145777,0.23049350954060904
-0.27337096682234996,0.22490957297949063
-0.2753205383619885,0.22251876926512962
-0.27489963887627905,0.21824572445916152
-0.2752139206331206,0.21461198176200535
-0.27707368487624295,0.2122055088238035
-0.2749165316627549,0.2067774374927998
-0.2726860947570944,0.20140328863712356
-0.2720022646238359,0.197258117691963
-0.2737109223231519,0.19488029135056498
-0.27293988321097995,0.19076903053414768
-0.27376734239503364,0.18781755468415068
-0.27124617309467725,0.1826321670351165
-0.2728274031353525,0.18026148494026714
-0.27103150510676904,0.17570125831258848
-0.27002088107469313,0.17172279757216202
-0.27150708904383875,0.16936320740144342
-0.2712665954358954,0.16594706105806825
-0.27184488024990405,0.16306244858954183
-0.26980752270615804,0.15865968820533857
-0.2711799016309036,0.15630245334511758
-0.26904884637518095,0.15196614516490478
-0.2686130245132365,0.14864740139718188
-0.2690190356595199,0.14582439765323876
-0.2702795926821588,0.14347452135370337
-0.26885767475950256,0.13973028519678588
-0.2673912270804012,0.13602183219246403
-0.2685664224470801,0.13368651348035818
-0.2679230772369673,0.13046543363316873
-0.2681469646915096,0.1276957318987061
-0.26924957440279207,0.12535414353874091
-0.2685113172316143,0.12217473053729508
-0.26682446171113,0.11861156826511328
-0.2660133798099209,0.1154853970084776
-0.26700966480686444,0.11316286519803577
-0.26613749165475165,0.11006738115628929
-0.26615918520832343,0.10736986729499993
-0.26522352121772025,0.10431434107731623
-0.26612248716898035,0.10199911658694427
-0.2651275464404087,0.09897666290723123
-0.2650401547920339,0.09632091832054179
-0.2658694698314672,0.09400759527736209
-0.2647872528161576,0.09103686843056642
-0.26367359394571555,0.08809219185047656
-0.26348007315086747,0.08548249294409434
-0.2642149970661688,0.08318317662152609
-0.26397341428783316,0.0805855615642121
-0.26370672448012733,0.07799850474347395
-0.26437642133071276,0.0756974974660388
-0.2630985748772364,0.07285698963709371
-0.2627574819417855,0.07030301362668834
-0.2633601532568535,0.06801057063360581
-0.26297243002061754,0.06547136691749735
-0.2625605543380764,0.06294411091796924
-0.262124647132131,0.060429016464416646
-0.26264129652665497,0.058142463172784965
-0.26215980475765577,0.05564387071020402
-0.2616547561617087,0.05315809537022059
-0.2621080616917476,0.050875912980778384
-0.26155817342703214,0.048407884778619584
-0.26197008739448574,0.04612672442035134
-0.2623621067798062,0.04384206109761626
-0.26174646253882755,0.04139784736794341
-0.26110824743089855,0.038967709302121116
-0.2604476306469655,0.03655184961085048
-0.26075626856316186,0.0342808171519966
-0.26104510407728526,0.03200718133281558
-0.2603205086867184,0.02961806684555025
-0.26056872768099637,0.027348405461490324
-0.2607971585154667,0.025076667179628535
-0.26000959136564716,0.022715991194721633
-0.26019767472536126,0.020449301347591348
-0.2603659981038417,0.018181058535734162
-0.259516391816871,0.0158504706316865
-0.25964466501909367,0.013588339413493099
-0.2597532202368509,0.011325176267047113
-0.25984204922622167,0.009061153061914053
-0.25991114524133807,0.006796441732974168
-0.25896066778227533,0.004513786743919262
-0.2589901697003868,0.0022569287929401875
-0.25900000333784057,-1.0055415394146001e-07
-0.2589605550694692,-0.004520248568826525
-0.2589113308045003,-0.0067767625053684645
-0.25884244424607217,-0.009032761799725102
-0.25875390062558085,-0.011288075126369543
-0.25864570666722286,-0.013542531211868785
-0.2585178705874843,-0.015795958847890583
-0.25837040209451706,-0.018048186904205413
-0.2582033123874013,-0.020299044341682455
-0.2580166141552955,-0.02254836022527868
-0.25781032157647205,-0.024795963737020043
-0.2575844503172413,-0.027041684188973767
-0.25733901753076127,-0.029285351036210758
-0.25707404185573524,-0.031526793889757154
-0.25778099605608573,-0.03389621089776787
-0.2574758227265618,-0.03614133024908995
-0.25715109611920567,-0.038383704948645896
-0.25680684089446704,-0.04062316470559037
-0.2564430831958417,-0.04285953945044517
-0.2560598506478857,-0.045092659348014666
-0.25565717235411817,-0.04732235481028347
-0.25621676892867457,-0.04973903072879184
-0.25675355715562154,-0.05216903309928494
-0.25628918617744917,-0.0544045050991195
-0.25580535203722277,-0.05663584550169473
-0.2562765434573895,-0.059087556161387896
-0.25575189982221186,-0.06131860856968077
-0.2552078338276827,-0.06354500430855534
-0.2556126038912341,-0.06601663409045488
-0.25502760271751007,-0.06824163755984906
-0.2544232341891428,-0.07046145860984246
-0.2547608937411185,-0.07295121272820576
-0.25411549422333307,-0.07516853074206364
-0.2544072309604746,-0.07767214578115679
-0.2537207047778652,-0.07988620257747203
-0.25396608210783106,-0.082402813448517
-0.254186822073957,-0.08492975369167524
-0.2534370585701478,-0.08714161417771384
-0.2536108275653045,-0.0896802364327968
-0.25375955440475295,-0.09222848986009044
-0.25294620302635334,-0.09443634982421985
-0.25304738453150283,-0.09699494841877024
-0.25219252337376924,-0.09919642126289151
-0.25317326308946714,-0.10213863078210812
-0.2531976401706378,-0.10472320183209072
-0.25227542622451626,-0.10692569061354358
-0.2522513470632823,-0.10951831437259708
-0.2531149307897142,-0.11252482996584261
-0.2521247334845589,-0.11472630174839486
-0.2529285003876208,-0.11776324359020493
-0.25189266053552456,-0.1199628918355657
-0.2508376914031597,-0.12215342983621004
-0.25155407056171925,-0.12522596782719975
-0.2504532497423728,-0.1274133553749917
-0.2519953501974188,-0.13097461112875536
-0.25172766023909166,-0.13363451287775024
-0.25055355741264557,-0.1358230938735725
-0.25023539068889045,-0.13848558366776836
-0.2516311507074642,-0.1421364366091618
-0.25038296239080776,-0.14432385375507475
-0.25083974740481735,-0.14751415565034282
-0.24954472554973278,-0.14969447199430805
-0.2499368094121104,-0.1529071571434731
-0.2502916961602385,-0.15613794893153984
-0.24892154394060662,-0.1583131618834705
-0.2500497853303122,-0.16210832657664895
-0.25029625908647357,-0.16538376534555746
-0.248845534961227,-0.16755866698687436
-0.24902506441619862,-0.17085230153623526
-0.24752673355386018,-0.17301591783381332
-0.24763881102749843,-0.17632643967819647
-0.2493308991847813,-0.18082616426736348
-0.24774564049118403,-0.18299206701262244
-0.2485390432141532,-0.18694741900639797
-0.24690047153265127,-0.18910618877211527
-0.2468202793025398,-0.19248050731246907
-0.24748309472041718,-0.19648950867442844
-0.24576140955876258,-0.19863871416016424
-0.247109918027731,-0.203314248971122
-0.24762874691492276,-0.20738614378596426
-0.24581209859770353,-0.20953620478585652
-0.2462428142411909,-0.21363632579457448
-0.24437175197015415,-0.2157740718980496
-0.2439697550041161,-0.21923221612374855
-0.2464777452436717,-0.22539901367598253
-0.24450416929775418,-0.22753836041978778
-0.2454163667609882,-0.23241085732704958
-0.24338172711419867,-0.23454068854799548
-0.24347056809328865,-0.23875316988654624
-0.24421218425141683,-0.243691214943436
-0.24207928879279159,-0.24581012411011902
-0.24201433369087816,-0.250066101898495
-0.24465005359593409,-0.25723791255962464
-0.24239909018417288,-0.25936012311149864
-0.2428354109881721,-0.2644087012319671
-0.24052202736748451,-0.26651482598160486
-0.24150778957287353,-0.2723416644492616
-0.24109615230171563,-0.27669776891089065
-0.23867574288476479,-0.2787882704371946
-0.23945569529161506,-0.28468399420339024
-0.2426987974135925,-0.29369763873653965
-0.24013018349560297,-0.29580146084796644
-0.2412841623449713,-0.3025738732229834
-0.24172142973623192,-0.3086012676070934
-0.23902297676298018,-0.31069600663960395
-0.23992331354913518,-0.31755441287101155
-0.23953029839752377,-0.32284554232715046
-0.2367077983320265,-0.32492064609643284
-0.2367761168507263,-0.3310378751120348
-0.24135276243936163,-0.34372784735594364
-0.23834821643701026,-0.3458180398798737
-0.23924766229998531,-0.353680002650197
-0.24002788643680548,-0.3615834635445782
-0.23686778977943637,-0.36366143257323563
-0.2379973580667085,-0.37245302929174995
-0.23899134469078678,-0.3812913930762844
-0.23565954463267974,-0.3833595809350304
-0.23643980940629578,-0.3922502013498018
-0.236065164702778,-0.3994611691062271
-0.2325751370787445,-0.4015031671390235
-0.23252320583737404,-0.4096021795550929
-0.23720835511891955,-0.4264694615254378
-0.23348292305304036,-0.42852039624109883
-0.23538909549293127,-0.44112580260399603
-0.23709288683640944,-0.45379619645158104
-0.23312932308630258,-0.45584508730452133
-0.23451869647608337,-0.46859040697551196
-0.23570325697040478,-0.4813937982216718
-0.23149924947565473,-0.4834295313744837
-0.2323659521847512,-0.4962963230017448
-0.23385784477382882,-0.5110327603739873
-0.22939562161232752,-0.5130512864449431
-0.23051886642822758,-0.5278607995070219
-0.23218541800992382,-0.5445676640205147
-0.2274310218249671,-0.5465703425405137
-0.22867716410912733,-0.5633566639721361
-0.22964757753154455,-0.5802051414813543
-0.22458271851691147,-0.5821843510530481
-0.22723961964334893,-0.6047133130638155
-0.22883313742476924,-0.6254529611801231
-0.22337400178526767,-0.6274233552865903
-0.2250957359939728,-0.6501353257496478
-0.2258001803433093,-0.6710277823113897
-0.21994400269753545,-0.672970015494152
-0.2225372106776702,-0.701550562660679
-0.22406027704980117,-0.7283138261148543
-0.2177049520331558,-0.7302387218724663
-0.2196532863775922,-0.7609312892671275
-0.22108260333943086,-0.7917111382317397
-0.21417492192156548,-0.793607678087497
-0.21632764869680005,-0.8302808650456538
-0.23686443831036744,-0.9426978537292544
-0.2286403991720327,-0.9447261896593542
-inf,-inf
-0.21126784700149603,-0.9446639014319477
-0.2030276468698299,-0.9464691038020077
-0.1943696120066538,-0.9462433585194177
-0.1891989556600118,-0.9636014435782287
-0.180794564211933,-0.9652136097467248
-0.1758871613543733,-0.9864419166222061
-0.1666164416222903,-0.9839934007789599
-0.1577184948391209,-0.9834332006995029
-0.14914247689623655,-0.9847702805414277
-0.14027289715608232,-0.9840526151571741
-0.13142716520384493,-0.9832552405560593
-0.12285369638721257,-0.984363214021365
-0.11427089779183543,-0.9853964327885101
